VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
%.1f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f
Time	ROI(1-1)	ROI(1-2)	ROI(1-3)	ROI(1-4)	ROI(1-5)	ROI(1-6)	ROI(1-7)	ROI(1-8)	ROI(1-9)	ROI(1-10)	ROI(1-11)	ROI(1-12)
GraphNo	1	2	3	4	5	6	7	8	9	10	11	12
0.0	0.140600	0.190200	0.182800	0.182700	0.190100	0.170400	0.158400	0.147600	0.151000	0.203300	0.220900	0.197800
5095.5	0.139200	0.190800	0.182800	0.181100	0.191600	0.171300	0.156800	0.146400	0.149500	0.202200	0.218600	0.197200
10191.0	0.141100	0.192200	0.184100	0.183600	0.193300	0.174000	0.157400	0.149500	0.151700	0.207100	0.222800	0.201100
15286.5	0.141800	0.193000	0.183000	0.182900	0.193200	0.172000	0.157100	0.148500	0.152300	0.207100	0.224800	0.201500
20382.0	0.140500	0.191300	0.181600	0.182900	0.193000	0.172900	0.157200	0.147800	0.151800	0.207600	0.224100	0.201900
25477.5	0.141400	0.189700	0.180600	0.182100	0.192700	0.172700	0.157400	0.147700	0.152600	0.206900	0.221800	0.201000
30573.0	0.141300	0.189400	0.180700	0.183200	0.191800	0.172000	0.157900	0.148400	0.153000	0.208600	0.220900	0.199300
35668.5	0.143100	0.186800	0.178700	0.181800	0.190300	0.171200	0.157600	0.149200	0.155700	0.207400	0.220100	0.198000
40764.0	0.138400	0.191400	0.180100	0.182100	0.194300	0.171100	0.155700	0.145800	0.149700	0.209500	0.224900	0.200600
45859.5	0.140000	0.188200	0.179600	0.183400	0.191800	0.171000	0.156500	0.146800	0.153500	0.208300	0.222200	0.200400
50955.0	0.139500	0.190600	0.180300	0.182800	0.193200	0.171600	0.155800	0.146400	0.152100	0.209800	0.225300	0.201200
56050.5	0.142700	0.186800	0.178200	0.183400	0.191100	0.172700	0.159000	0.148200	0.155700	0.207300	0.222300	0.199900
61146.1	0.142600	0.184500	0.176900	0.182400	0.189100	0.171800	0.159000	0.149200	0.156100	0.207400	0.221400	0.199100
66241.6	0.139400	0.191900	0.182200	0.184300	0.195600	0.175300	0.158500	0.146600	0.150700	0.212600	0.227600	0.204500
71337.1	0.140500	0.190300	0.181800	0.185500	0.194100	0.172500	0.159000	0.147600	0.152800	0.211400	0.227000	0.202000
76432.6	0.139500	0.192000	0.181600	0.185100	0.196800	0.172900	0.157300	0.147200	0.151600	0.213200	0.226800	0.204000
81528.1	0.141300	0.186700	0.178600	0.183300	0.192900	0.169700	0.158300	0.147600	0.154200	0.208700	0.221300	0.198900
86623.6	0.139200	0.186800	0.178600	0.182600	0.192100	0.169200	0.156400	0.145500	0.151600	0.207400	0.218300	0.197500
91719.1	0.142600	0.184500	0.177700	0.183200	0.190500	0.168300	0.157200	0.148200	0.154900	0.206000	0.218100	0.196900
96814.6	0.144900	0.182400	0.177200	0.182500	0.188300	0.167000	0.157800	0.150000	0.158400	0.204900	0.214400	0.193500
101910.1	0.138400	0.189900	0.180600	0.184700	0.194200	0.169500	0.156000	0.145300	0.150500	0.208000	0.220500	0.199800
107005.6	0.141000	0.188600	0.180200	0.183900	0.195700	0.168700	0.154800	0.144500	0.149700	0.207700	0.220100	0.201000
112101.1	0.144400	0.185800	0.179100	0.183800	0.193300	0.170400	0.156300	0.147000	0.153200	0.207200	0.217400	0.197300
117196.6	0.144000	0.185200	0.179000	0.184400	0.193200	0.169800	0.156600	0.147300	0.154000	0.206800	0.217200	0.198500
122292.1	0.143300	0.186500	0.178800	0.183600	0.194500	0.168900	0.156500	0.146000	0.153300	0.207500	0.217300	0.197700
127387.6	0.141900	0.187700	0.179500	0.183500	0.194800	0.169600	0.156300	0.144900	0.151600	0.208100	0.219300	0.199900
132483.1	0.138100	0.192100	0.181700	0.184900	0.200100	0.169100	0.156000	0.142300	0.146300	0.210800	0.224600	0.205300
137578.6	0.141600	0.188100	0.180700	0.185000	0.196300	0.169300	0.157200	0.145600	0.151200	0.209700	0.220100	0.203000
142674.1	0.142100	0.188200	0.180500	0.185700	0.195200	0.170000	0.158800	0.146600	0.153100	0.211200	0.220200	0.202500
147769.6	0.144100	0.189200	0.180500	0.185800	0.196100	0.171200	0.159600	0.148200	0.153600	0.213000	0.220700	0.203400
152865.1	0.151700	0.189600	0.183100	0.188400	0.199400	0.176100	0.164100	0.153800	0.161100	0.219500	0.223800	0.206400
157960.6	0.154500	0.196300	0.186600	0.191800	0.206200	0.181100	0.168700	0.155500	0.162000	0.229300	0.234900	0.215400
163056.2	0.162500	0.198900	0.189200	0.193800	0.209300	0.188400	0.175200	0.163000	0.170200	0.240700	0.241400	0.219700
168151.7	0.164000	0.208800	0.194800	0.199300	0.221300	0.197000	0.182300	0.164400	0.169500	0.254500	0.255600	0.232200
173247.2	0.168700	0.216200	0.201100	0.202400	0.229400	0.205400	0.186900	0.167600	0.171800	0.266600	0.265900	0.241700
178342.7	0.177600	0.215200	0.201700	0.205600	0.228800	0.209500	0.194700	0.174800	0.180700	0.270100	0.265600	0.242400
183438.2	0.181900	0.221800	0.208900	0.210600	0.235600	0.217300	0.200400	0.178700	0.183600	0.279800	0.276800	0.252600
188533.7	0.182500	0.233000	0.214300	0.215400	0.245300	0.227100	0.203800	0.180200	0.181700	0.290300	0.290800	0.265400
193629.2	0.190000	0.231600	0.215800	0.217500	0.246400	0.231100	0.212200	0.186500	0.188200	0.293800	0.291900	0.268600
198724.7	0.192700	0.230800	0.214800	0.216700	0.245600	0.233400	0.212200	0.187800	0.190300	0.291900	0.291600	0.268600
203820.2	0.193400	0.235500	0.218400	0.220000	0.249500	0.239300	0.217200	0.191200	0.191100	0.298400	0.293300	0.273200
208915.7	0.199500	0.235900	0.219500	0.221400	0.249200	0.243000	0.219200	0.195200	0.196300	0.299400	0.291100	0.276100
214011.2	0.197900	0.243500	0.224300	0.222700	0.254900	0.247400	0.219600	0.195700	0.191700	0.304700	0.300300	0.283700
219106.7	0.204900	0.246800	0.228100	0.227900	0.257900	0.254800	0.227900	0.201000	0.199200	0.311300	0.303300	0.290000
224202.2	0.205300	0.248600	0.227800	0.229700	0.257100	0.256100	0.230500	0.202500	0.198500	0.311900	0.302500	0.293800
229297.7	0.208700	0.250100	0.230300	0.230700	0.258700	0.260300	0.231100	0.205000	0.201000	0.313300	0.303100	0.296600
234393.2	0.213500	0.245000	0.228300	0.231400	0.254300	0.259700	0.234700	0.210100	0.205100	0.310700	0.298000	0.292600
239488.7	0.212800	0.249500	0.229900	0.232400	0.257600	0.263300	0.235900	0.210000	0.203000	0.312900	0.302600	0.298100
244584.2	0.214800	0.249800	0.230600	0.232400	0.256000	0.264100	0.236600	0.211900	0.205400	0.312200	0.301700	0.299300
249679.7	0.218100	0.249700	0.230100	0.233900	0.255200	0.265400	0.239300	0.214000	0.208100	0.311000	0.302100	0.301900
254775.2	0.213300	0.256500	0.235800	0.236500	0.261700	0.269200	0.239700	0.213200	0.202100	0.315600	0.308500	0.309000
